file_path,emotion,actor_id,transcript
..\data\Actor_01\03-01-06-02-01-01-01.wav,fearful,1,Kids are talking by the door.
..\data\Actor_01\03-01-06-02-01-02-01.wav,fearful,1,Kids are talking by the door.
..\data\Actor_01\03-01-06-02-02-01-01.wav,fearful,1,Dogs are sitting by the door.
..\data\Actor_01\03-01-06-02-02-02-01.wav,fearful,1,Dogs are sitting by the door.
..\data\Actor_01\03-01-07-01-01-01-01.wav,disgust,1,Kids are talking by the door.
..\data\Actor_01\03-01-07-01-01-02-01.wav,disgust,1,Kids are talking by the door.
..\data\Actor_01\03-01-07-01-02-01-01.wav,disgust,1,Dogs are sitting by the door.
..\data\Actor_01\03-01-07-01-02-02-01.wav,disgust,1,Dogs are sitting by the door.
..\data\Actor_01\03-01-07-02-01-01-01.wav,disgust,1,Kids are talking by the door!
..\data\Actor_01\03-01-07-02-01-02-01.wav,disgust,1,Kids are talking by the door.
..\data\Actor_01\03-01-07-02-02-01-01.wav,disgust,1,Oh dogs are sitting by the door.
..\data\Actor_01\03-01-07-02-02-02-01.wav,disgust,1,Dogs are sitting by the door.
..\data\Actor_01\03-01-08-01-01-01-01.wav,surprised,1,Kids are talking by the door.
..\data\Actor_01\03-01-08-01-01-02-01.wav,surprised,1,Kids are talking by the door.
..\data\Actor_01\03-01-08-01-02-01-01.wav,surprised,1,Dogs are sitting by the door.
..\data\Actor_01\03-01-08-01-02-02-01.wav,surprised,1,Dogs are sitting by the door.
..\data\Actor_01\03-01-08-02-01-01-01.wav,surprised,1,Kids are talking by the door.
..\data\Actor_01\03-01-08-02-01-02-01.wav,surprised,1,Kids are talking by the door.
..\data\Actor_01\03-01-08-02-02-01-01.wav,surprised,1,Dogs are sitting by the door.
..\data\Actor_01\03-01-08-02-02-02-01.wav,surprised,1,Dogs are sitting by the door.
..\data\Actor_02\03-01-01-01-01-01-02.wav,neutral,2,Kids are talking by the door.
..\data\Actor_02\03-01-01-01-01-02-02.wav,neutral,2,Kids are talking by the door.
..\data\Actor_02\03-01-01-01-02-01-02.wav,neutral,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-01-01-02-02-02.wav,neutral,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-02-01-01-01-02.wav,calm,2,Kids are talking by the door.
..\data\Actor_02\03-01-02-01-01-02-02.wav,calm,2,Kids are talking by the door.
..\data\Actor_02\03-01-02-01-02-01-02.wav,calm,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-02-01-02-02-02.wav,calm,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-02-02-01-01-02.wav,calm,2,Kids are talking by the door.
..\data\Actor_02\03-01-02-02-01-02-02.wav,calm,2,Kids are talking by the door.
..\data\Actor_02\03-01-02-02-02-01-02.wav,calm,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-02-02-02-02-02.wav,calm,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-03-01-01-01-02.wav,happy,2,Kids are talking by the door.
..\data\Actor_02\03-01-03-01-01-02-02.wav,happy,2,Kids are talking by the door.
..\data\Actor_02\03-01-03-01-02-01-02.wav,happy,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-03-01-02-02-02.wav,happy,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-03-02-01-01-02.wav,happy,2,Kids are talking by the door.
..\data\Actor_02\03-01-03-02-01-02-02.wav,happy,2,Kids are talking by the door.
..\data\Actor_02\03-01-03-02-02-01-02.wav,happy,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-03-02-02-02-02.wav,happy,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-04-01-01-01-02.wav,sad,2,Kids are talking by the door.
..\data\Actor_02\03-01-04-01-01-02-02.wav,sad,2,Kids are talking by the door.
..\data\Actor_02\03-01-04-01-02-01-02.wav,sad,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-04-01-02-02-02.wav,sad,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-04-02-01-01-02.wav,sad,2,Kids are talking by the door.
..\data\Actor_02\03-01-04-02-01-02-02.wav,sad,2,Kids are talking by the door.
..\data\Actor_02\03-01-04-02-02-01-02.wav,sad,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-04-02-02-02-02.wav,sad,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-05-01-01-01-02.wav,angry,2,Kids are talking by the door.
..\data\Actor_02\03-01-05-01-01-02-02.wav,angry,2,Kids are talking by the door.
..\data\Actor_02\03-01-05-01-02-01-02.wav,angry,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-05-01-02-02-02.wav,angry,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-05-02-01-01-02.wav,angry,2,Kids are talking by the door.
..\data\Actor_02\03-01-05-02-01-02-02.wav,angry,2,Kids are talking by the door.
..\data\Actor_02\03-01-05-02-02-01-02.wav,angry,2,Dogs are sitting by the door!
..\data\Actor_02\03-01-05-02-02-02-02.wav,angry,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-06-01-01-01-02.wav,fearful,2,Kids are talking by the door.
..\data\Actor_02\03-01-06-01-01-02-02.wav,fearful,2,Kids are talking by the door.
..\data\Actor_02\03-01-06-01-02-01-02.wav,fearful,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-06-01-02-02-02.wav,fearful,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-06-02-01-01-02.wav,fearful,2,Kids are talking by the door.
..\data\Actor_02\03-01-06-02-01-02-02.wav,fearful,2,Kids are talking by the door.
..\data\Actor_02\03-01-06-02-02-01-02.wav,fearful,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-06-02-02-02-02.wav,fearful,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-07-01-01-01-02.wav,disgust,2,Kids are talking by the door.
..\data\Actor_02\03-01-07-01-01-02-02.wav,disgust,2,Kids are talking by the door.
..\data\Actor_02\03-01-07-01-02-01-02.wav,disgust,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-07-01-02-02-02.wav,disgust,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-07-02-01-01-02.wav,disgust,2,Kids are talking by the door.
..\data\Actor_02\03-01-07-02-01-02-02.wav,disgust,2,Kids are talking by the door.
..\data\Actor_02\03-01-07-02-02-01-02.wav,disgust,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-07-02-02-02-02.wav,disgust,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-08-01-01-01-02.wav,surprised,2,Kids are talking by the door.
..\data\Actor_02\03-01-08-01-01-02-02.wav,surprised,2,Kids are talking by the door.
..\data\Actor_02\03-01-08-01-02-01-02.wav,surprised,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-08-01-02-02-02.wav,surprised,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-08-02-01-01-02.wav,surprised,2,Kids are talking by the door.
..\data\Actor_02\03-01-08-02-01-02-02.wav,surprised,2,Kids are talking by the door.
..\data\Actor_02\03-01-08-02-02-01-02.wav,surprised,2,Dogs are sitting by the door.
..\data\Actor_02\03-01-08-02-02-02-02.wav,surprised,2,Dogs are sitting by the door.
..\data\Actor_03\03-01-01-01-01-01-03.wav,neutral,3,Kids are talking by the door.
..\data\Actor_03\03-01-01-01-01-02-03.wav,neutral,3,Kids are talking by the door.
..\data\Actor_03\03-01-01-01-02-01-03.wav,neutral,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-01-01-02-02-03.wav,neutral,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-02-01-01-01-03.wav,calm,3,Kids are talking by the door.
..\data\Actor_03\03-01-02-01-01-02-03.wav,calm,3,Kids are talking by the door.
..\data\Actor_03\03-01-02-01-02-01-03.wav,calm,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-02-01-02-02-03.wav,calm,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-02-02-01-01-03.wav,calm,3,Kids are talking by the door.
..\data\Actor_03\03-01-02-02-01-02-03.wav,calm,3,Kids are talking by the door.
..\data\Actor_03\03-01-02-02-02-01-03.wav,calm,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-02-02-02-02-03.wav,calm,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-03-01-01-01-03.wav,happy,3,Kids are talking by the door.
..\data\Actor_03\03-01-03-01-01-02-03.wav,happy,3,Kids are talking by the door.
..\data\Actor_03\03-01-03-01-02-01-03.wav,happy,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-03-01-02-02-03.wav,happy,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-03-02-01-01-03.wav,happy,3,Kids are talking by the door!
..\data\Actor_03\03-01-03-02-01-02-03.wav,happy,3,Kids are talking by the door!
..\data\Actor_03\03-01-03-02-02-01-03.wav,happy,3,Dogs are sitting by the door!
..\data\Actor_03\03-01-03-02-02-02-03.wav,happy,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-04-01-01-01-03.wav,sad,3,Kids are talking by the door.
..\data\Actor_03\03-01-04-01-01-02-03.wav,sad,3,Kids are talking by the door.
..\data\Actor_03\03-01-04-01-02-01-03.wav,sad,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-04-01-02-02-03.wav,sad,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-04-02-01-01-03.wav,sad,3,Kids are talking by the door.
..\data\Actor_03\03-01-04-02-01-02-03.wav,sad,3,Kids are talking by the door!
..\data\Actor_03\03-01-04-02-02-01-03.wav,sad,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-04-02-02-02-03.wav,sad,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-05-01-01-01-03.wav,angry,3,Kids are talking by the door.
..\data\Actor_03\03-01-05-01-01-02-03.wav,angry,3,Kids are talking by the door.
..\data\Actor_03\03-01-05-01-02-01-03.wav,angry,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-05-01-02-02-03.wav,angry,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-05-02-01-01-03.wav,angry,3,Kids are talking by the door!
..\data\Actor_03\03-01-05-02-01-02-03.wav,angry,3,Kids are talking by the door!
..\data\Actor_03\03-01-05-02-02-01-03.wav,angry,3,Dogs are sitting by the door!
..\data\Actor_03\03-01-05-02-02-02-03.wav,angry,3,Dogs are sitting by the door!
..\data\Actor_03\03-01-06-01-01-01-03.wav,fearful,3,Kids are talking by the door.
..\data\Actor_03\03-01-06-01-01-02-03.wav,fearful,3,Kids are talking by the door.
..\data\Actor_03\03-01-06-01-02-01-03.wav,fearful,3,The dogs are sitting by the door.
..\data\Actor_03\03-01-06-01-02-02-03.wav,fearful,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-06-02-01-01-03.wav,fearful,3,Kids are talking by the door!
..\data\Actor_03\03-01-06-02-01-02-03.wav,fearful,3,The kids are talking by the door!
..\data\Actor_03\03-01-06-02-02-01-03.wav,fearful,3,Dogs are sitting by the door!
..\data\Actor_03\03-01-06-02-02-02-03.wav,fearful,3,Dogs are sitting by the door!
..\data\Actor_03\03-01-07-01-01-01-03.wav,disgust,3,Cutes are talking by the door.
..\data\Actor_03\03-01-07-01-01-02-03.wav,disgust,3,Kids are talking by the door.
..\data\Actor_03\03-01-07-01-02-01-03.wav,disgust,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-07-01-02-02-03.wav,disgust,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-07-02-01-01-03.wav,disgust,3,Kids are talking by the door.
..\data\Actor_03\03-01-07-02-01-02-03.wav,disgust,3,Kids are talking by the door.
..\data\Actor_03\03-01-07-02-02-01-03.wav,disgust,3,Well dogs are sitting by the door. Oh.
..\data\Actor_03\03-01-07-02-02-02-03.wav,disgust,3,Dogs are sitting by the door!
..\data\Actor_03\03-01-08-01-01-01-03.wav,surprised,3,Kids are talking by the door.
..\data\Actor_03\03-01-08-01-01-02-03.wav,surprised,3,Kids are talking by the door!
..\data\Actor_03\03-01-08-01-02-01-03.wav,surprised,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-08-01-02-02-03.wav,surprised,3,Dogs are sitting by the door.
..\data\Actor_03\03-01-08-02-01-01-03.wav,surprised,3,Kids are talking by the door.
..\data\Actor_03\03-01-08-02-01-02-03.wav,surprised,3,Kids are talking by the door!
..\data\Actor_03\03-01-08-02-02-01-03.wav,surprised,3,Dogs are sitting by the door!
..\data\Actor_03\03-01-08-02-02-02-03.wav,surprised,3,Dogs are sitting by the door.
..\data\Actor_04\03-01-01-01-01-01-04.wav,neutral,4,Kids are talking by the door.
..\data\Actor_04\03-01-01-01-01-02-04.wav,neutral,4,Kids are talking by the door.
..\data\Actor_04\03-01-01-01-02-01-04.wav,neutral,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-01-01-02-02-04.wav,neutral,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-02-01-01-01-04.wav,calm,4,Kids are talking by the door.
..\data\Actor_04\03-01-02-01-01-02-04.wav,calm,4,Kids are talking by the door.
..\data\Actor_04\03-01-02-01-02-01-04.wav,calm,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-02-01-02-02-04.wav,calm,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-02-02-01-01-04.wav,calm,4,Kids are talking by the door.
..\data\Actor_04\03-01-02-02-01-02-04.wav,calm,4,Kids are talking by the door.
..\data\Actor_04\03-01-02-02-02-01-04.wav,calm,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-02-02-02-02-04.wav,calm,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-03-01-01-01-04.wav,happy,4,Kids are talking by the door.
..\data\Actor_04\03-01-03-01-01-02-04.wav,happy,4,Kids are talking by the door.
..\data\Actor_04\03-01-03-01-02-01-04.wav,happy,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-03-01-02-02-04.wav,happy,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-03-02-01-01-04.wav,happy,4,Kids are talking by the door!
..\data\Actor_04\03-01-03-02-01-02-04.wav,happy,4,Kids are talking by the door.
..\data\Actor_04\03-01-03-02-02-01-04.wav,happy,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-03-02-02-02-04.wav,happy,4,Dogs are sitting by the door!
..\data\Actor_04\03-01-04-01-01-01-04.wav,sad,4,Kids are talking by the door.
..\data\Actor_04\03-01-04-01-01-02-04.wav,sad,4,Kids are talking by the door.
..\data\Actor_04\03-01-04-01-02-01-04.wav,sad,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-04-01-02-02-04.wav,sad,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-04-02-01-01-04.wav,sad,4,Kids are talking by the door!
..\data\Actor_04\03-01-04-02-01-02-04.wav,sad,4,Kids are talking by the door!
..\data\Actor_04\03-01-04-02-02-01-04.wav,sad,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-04-02-02-02-04.wav,sad,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-05-01-01-01-04.wav,angry,4,Kids are talking by the door.
..\data\Actor_04\03-01-05-01-01-02-04.wav,angry,4,Kids are talking by the door.
..\data\Actor_04\03-01-05-01-02-01-04.wav,angry,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-05-01-02-02-04.wav,angry,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-05-02-01-01-04.wav,angry,4,Kids are talking by the door!
..\data\Actor_04\03-01-05-02-01-02-04.wav,angry,4,Kids are talking by the door.
..\data\Actor_04\03-01-05-02-02-01-04.wav,angry,4,Dogs are sitting by the door!
..\data\Actor_04\03-01-05-02-02-02-04.wav,angry,4,Dogs are sitting by the door!
..\data\Actor_04\03-01-06-01-01-01-04.wav,fearful,4,Kids are talking by the door.
..\data\Actor_04\03-01-06-01-01-02-04.wav,fearful,4,Kids are talking by the door.
..\data\Actor_04\03-01-06-01-02-01-04.wav,fearful,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-06-01-02-02-04.wav,fearful,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-06-02-01-01-04.wav,fearful,4,Kids are talking by the door!
..\data\Actor_04\03-01-06-02-01-02-04.wav,fearful,4,Kids are talking by the door!
..\data\Actor_04\03-01-06-02-02-01-04.wav,fearful,4,Dogs are sitting by the door!
..\data\Actor_04\03-01-06-02-02-02-04.wav,fearful,4,Dogs are sitting by the door!
..\data\Actor_04\03-01-07-01-01-01-04.wav,disgust,4,Kids are talking by the door.
..\data\Actor_04\03-01-07-01-01-02-04.wav,disgust,4,Kids are talking by the door.
..\data\Actor_04\03-01-07-01-02-01-04.wav,disgust,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-07-01-02-02-04.wav,disgust,4,Dogs are sitting by the door?
..\data\Actor_04\03-01-07-02-01-01-04.wav,disgust,4,Kids are talking by the door.
..\data\Actor_04\03-01-07-02-01-02-04.wav,disgust,4,Kids are talking by the door.
..\data\Actor_04\03-01-07-02-02-01-04.wav,disgust,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-07-02-02-02-04.wav,disgust,4,Dogs are sitting by the door!
..\data\Actor_04\03-01-08-01-01-01-04.wav,surprised,4,Kids are talking by the door.
..\data\Actor_04\03-01-08-01-01-02-04.wav,surprised,4,Kids are talking by the door.
..\data\Actor_04\03-01-08-01-02-01-04.wav,surprised,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-08-01-02-02-04.wav,surprised,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-08-02-01-01-04.wav,surprised,4,Kids are talking by the door?
..\data\Actor_04\03-01-08-02-01-02-04.wav,surprised,4,Kids are talking by the door.
..\data\Actor_04\03-01-08-02-02-01-04.wav,surprised,4,Dogs are sitting by the door.
..\data\Actor_04\03-01-08-02-02-02-04.wav,surprised,4,Dogs are sitting by the door.
..\data\Actor_05\03-01-01-01-01-01-05.wav,neutral,5,Kids are talking by the door.
..\data\Actor_05\03-01-01-01-01-02-05.wav,neutral,5,Kids are talking by the door.
..\data\Actor_05\03-01-01-01-02-01-05.wav,neutral,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-01-01-02-02-05.wav,neutral,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-02-01-01-01-05.wav,calm,5,Kids are talking by the door.
..\data\Actor_05\03-01-02-01-01-02-05.wav,calm,5,Kids are talking by the door.
..\data\Actor_05\03-01-02-01-02-01-05.wav,calm,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-02-01-02-02-05.wav,calm,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-02-02-01-01-05.wav,calm,5,Kids are talking by the door.
..\data\Actor_05\03-01-02-02-01-02-05.wav,calm,5,Kids are talking by the door.
..\data\Actor_05\03-01-02-02-02-01-05.wav,calm,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-02-02-02-02-05.wav,calm,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-03-01-01-01-05.wav,happy,5,Kids are talking by the door.
..\data\Actor_05\03-01-03-01-01-02-05.wav,happy,5,Kids are talking by the door.
..\data\Actor_05\03-01-03-01-02-01-05.wav,happy,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-03-01-02-02-05.wav,happy,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-03-02-01-01-05.wav,happy,5,Kids are talking by the door.
..\data\Actor_05\03-01-03-02-01-02-05.wav,happy,5,Kids are talking by the door.
..\data\Actor_05\03-01-03-02-02-01-05.wav,happy,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-03-02-02-02-05.wav,happy,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-04-01-01-01-05.wav,sad,5,Kids are talking by the door.
..\data\Actor_05\03-01-04-01-01-02-05.wav,sad,5,Kids are talking by the door.
..\data\Actor_05\03-01-04-01-02-01-05.wav,sad,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-04-01-02-02-05.wav,sad,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-04-02-01-01-05.wav,sad,5,Kids are talking by the door.
..\data\Actor_05\03-01-04-02-01-02-05.wav,sad,5,"Kids, you're talking by the door."
..\data\Actor_05\03-01-04-02-02-01-05.wav,sad,5,Talks are sitting by the door.
..\data\Actor_05\03-01-04-02-02-02-05.wav,sad,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-05-01-01-01-05.wav,angry,5,Kids are talking by the door.
..\data\Actor_05\03-01-05-01-01-02-05.wav,angry,5,Kids are talking by the door.
..\data\Actor_05\03-01-05-01-02-01-05.wav,angry,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-05-01-02-02-05.wav,angry,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-05-02-01-01-05.wav,angry,5,Kids are talking by the door!
..\data\Actor_05\03-01-05-02-01-02-05.wav,angry,5,Kids are talking by the door!
..\data\Actor_05\03-01-05-02-02-01-05.wav,angry,5,Dogs are sitting by the door!
..\data\Actor_05\03-01-05-02-02-02-05.wav,angry,5,Dogs are sitting by the door!
..\data\Actor_05\03-01-06-01-01-01-05.wav,fearful,5,Kids are talking by the door.
..\data\Actor_05\03-01-06-01-01-02-05.wav,fearful,5,Kids are talking by the door.
..\data\Actor_05\03-01-06-01-02-01-05.wav,fearful,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-06-01-02-02-05.wav,fearful,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-06-02-01-01-05.wav,fearful,5,Kids are talking by the door!
..\data\Actor_05\03-01-06-02-01-02-05.wav,fearful,5,Kids are talking by the door!
..\data\Actor_05\03-01-06-02-02-01-05.wav,fearful,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-06-02-02-02-05.wav,fearful,5,Dogs are sitting by the door!
..\data\Actor_05\03-01-07-01-01-01-05.wav,disgust,5,Kids are talking by the door.
..\data\Actor_05\03-01-07-01-01-02-05.wav,disgust,5,Kids are talking by the door.
..\data\Actor_05\03-01-07-01-02-01-05.wav,disgust,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-07-01-02-02-05.wav,disgust,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-07-02-01-01-05.wav,disgust,5,Kids are talking by the door.
..\data\Actor_05\03-01-07-02-01-02-05.wav,disgust,5,Kids are talking by the door.
..\data\Actor_05\03-01-07-02-02-01-05.wav,disgust,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-07-02-02-02-05.wav,disgust,5,Ah dogs are sitting by the door
..\data\Actor_05\03-01-08-01-01-01-05.wav,surprised,5,Kids are talking by the door.
..\data\Actor_05\03-01-08-01-01-02-05.wav,surprised,5,Kids are talking by the door.
..\data\Actor_05\03-01-08-01-02-01-05.wav,surprised,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-08-01-02-02-05.wav,surprised,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-08-02-01-01-05.wav,surprised,5,Kids are talking by the door.
..\data\Actor_05\03-01-08-02-01-02-05.wav,surprised,5,Kids are talking by the door.
..\data\Actor_05\03-01-08-02-02-01-05.wav,surprised,5,Dogs are sitting by the door.
..\data\Actor_05\03-01-08-02-02-02-05.wav,surprised,5,Dogs are sitting by the door.
..\data\Actor_06\03-01-01-01-01-01-06.wav,neutral,6,Kids are talking by the door.
..\data\Actor_06\03-01-01-01-01-02-06.wav,neutral,6,Kids are talking by the door.
..\data\Actor_06\03-01-01-01-02-01-06.wav,neutral,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-01-01-02-02-06.wav,neutral,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-02-01-01-01-06.wav,calm,6,Kids are talking by the door.
..\data\Actor_06\03-01-02-01-01-02-06.wav,calm,6,Kids are talking by the door.
..\data\Actor_06\03-01-02-01-02-01-06.wav,calm,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-02-01-02-02-06.wav,calm,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-02-02-01-01-06.wav,calm,6,Kids are talking by the door.
..\data\Actor_06\03-01-02-02-01-02-06.wav,calm,6,Kids are talking by the door.
..\data\Actor_06\03-01-02-02-02-01-06.wav,calm,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-02-02-02-02-06.wav,calm,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-03-01-01-01-06.wav,happy,6,Kids are talking by the door.
